Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,epcf
DXDSTLE,Subtotal Lean excl BMC (g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDSTLE,Subtotal Lean excl BMC (g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDSTLE,Subtotal Lean excl BMC (g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDSTLI,Subtotal Lean incl BMC (g),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDSTLI,Subtotal Lean incl BMC (g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDSTLI,Subtotal Lean incl BMC (g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDSTLI,Subtotal Lean incl BMC (g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDSTPF,Subtotal Percent Fat,DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDSTPF,Subtotal Percent Fat,DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDSTPF,Subtotal Percent Fat,DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDSTPF,Subtotal Percent Fat,DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDSTTOT,Subtotal (Total excl Head) (g),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDSTTOT,Subtotal (Total excl Head) (g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDSTTOT,Subtotal (Total excl Head) (g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDSTTOT,Subtotal (Total excl Head) (g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOA,Total Area (cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOA,Total Area (cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOA,Total Area (cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOA,Total Area (cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOBMC,Total Bone Mineral Content (g),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOBMC,Total Bone Mineral Content (g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOBMC,Total Bone Mineral Content (g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOBMC,Total Bone Mineral Content (g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOBMD,Total Bone Mineral Density (g/cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOBMD,Total Bone Mineral Density (g/cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOBMD,Total Bone Mineral Density (g/cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOBMD,Total Bone Mineral Density (g/cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOFAT,Total Fat (g),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOFAT,Total Fat (g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOFAT,Total Fat (g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOFAT,Total Fat (g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOLE,Total Lean excl BMC (g),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOLE,Total Lean excl BMC (g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOLE,Total Lean excl BMC (g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOLE,Total Lean excl BMC (g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOLI,Total Lean incl BMC (g),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOLI,Total Lean incl BMC (g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOLI,Total Lean incl BMC (g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOLI,Total Lean incl BMC (g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOPF,Total Percent Fat,DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOPF,Total Percent Fat,DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOPF,Total Percent Fat,DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOPF,Total Percent Fat,DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTOTOT,Total Lean+Fat (g),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTOTOT,Total Lean+Fat(g),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTOTOT,Total Lean+Fat(g),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTOTOT,Total Lean+Fat(g),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTRA,Trunk Bone area (cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTRA,Trunk Bone area (cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTRA,Trunk Bone area (cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTRA,Trunk Bone area (cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTRBMC,Trunk Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTRBMC,Trunk Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTRBMC,Trunk Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTRBMC,Trunk Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTRBMD,Trunk Bone BMD (g/cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTRBMD,Trunk Bone BMD (g/cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTRBMD,Trunk Bone BMD (g/cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTRBMD,Trunk Bone BMD (g/cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTRLE,Trunk Lean excl Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTRLE,Trunk Lean excl Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTRLE,Trunk Lean excl Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTRLE,Trunk Lean excl Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTRPF,Trunk Percent Fat,DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTRPF,Trunk Percent Fat,DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTRPF,Trunk Percent Fat,DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTRPF,Trunk Percent Fat,DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXDTRTOT,Trunk Total (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXDTRTOT,Trunk Total (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXDTRTOT,Trunk Total (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXDTRTOT,Trunk Total (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXXAGRAT,Android to gynoid ratio,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXAGRAT,Android to gynoid ratio,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXAGRAT,Android to gynoid ratio,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXAGRAT,Android to gynoid ratio,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXAGRAT,Android to gynoid ratio,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXAGRAT,Android to gynoid ratio,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXAGST,Android/gynoid region status,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXAGST,Android/gynoid region status,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXAGST,Android/gynoid region status,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXAGST,Android/gynoid region status,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXANFM,Android fat mass,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXANFM,Android fat mass,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXANFM,Android fat mass,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXANFM,Android fat mass,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXANFM,Android fat mass,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXANFM,Android fat mass,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXANLM,Android lean mass,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXANLM,Android lean mass,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXANLM,Android lean mass,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXANLM,Android lean mass,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXANLM,Android lean mass,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXANLM,Android lean mass,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXANTOM,Android total mass,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXANTOM,Android total mass,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXANTOM,Android total mass,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXANTOM,Android total mass,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXANTOM,Android total mass,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXANTOM,Android total mass,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXAPFAT,Android percent fat,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXAPFAT,Android percent fat,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXAPFAT,Android percent fat,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXAPFAT,Android percent fat,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXAPFAT,Android percent fat,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXAPFAT,Android percent fat,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXGPFAT,Gynoid percent fat,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXGPFAT,Gynoid percent fat,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXGPFAT,Gynoid percent fat,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXGPFAT,Gynoid percent fat,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXGPFAT,Gynoid percent fat,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXGPFAT,Gynoid percent fat,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXGYFM,Gynoid fat mass,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXGYFM,Gynoid fat mass,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXGYFM,Gynoid fat mass,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXGYFM,Gynoid fat mass,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXGYFM,Gynoid fat mass,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXGYFM,Gynoid fat mass,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXGYLM,Gynoid lean mass,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXGYLM,Gynoid lean mass,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXGYLM,Gynoid lean mass,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXGYLM,Gynoid lean mass,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXGYLM,Gynoid lean mass,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXGYLM,Gynoid lean mass,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXGYTOM,Gynoid total mass,DXXAG_C,Dual Energy X-ray Absorptiometry - Android/Gynoid,2003,2004,Examination,None,p
DXXGYTOM,Gynoid total mass,DXXAG_D,Dual Energy X-ray Absorptiometry - Android/Gynoid,2005,2006,Examination,None,p
DXXGYTOM,Gynoid total mass,DXXAG_G,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2011,2012,Examination,None,p
DXXGYTOM,Gynoid total mass,DXXAG_H,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2013,2014,Examination,None,p
DXXGYTOM,Gynoid total mass,DXXAG_I,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2015,2016,Examination,None,p
DXXGYTOM,Gynoid total mass,DXXAG_J,Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements,2017,2018,Examination,None,p
DXXHEA,Head Area (cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXXHEA,Head Area (cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXXHEA,Head Area (cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXXHEA,Head Area (cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXXHEBMC,Head Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXXHEBMC,Head Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXXHEBMC,Head Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXXHEBMC,Head Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXXHEBMD,Head Bone Mineral Density (grams/cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXXHEBMD,Head Bone Mineral Density (grams/cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXXHEBMD,Head Bone Mineral Density (grams/cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXXHEBMD,Head Bone Mineral Density (grams/cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXXHEFAT,Head Fat (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXXHEFAT,Head Fat (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXXHEFAT,Head Fat (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXXHEFAT,Head Fat (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXXHELI,Head Lean incl Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p
DXXHELI,Head Lean incl Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p
DXXHELI,Head Lean incl Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p
DXXHELI,Head Lean incl Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p
DXXINA,Intertrochanter area (cm^2),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p
DXXINA,Intertrochanter area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p
DXXINA,Intertrochanter area (cm^2),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p
DXXINA,Intertrochanter area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p
DXXINA,Intertrochanter area,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p
DXXINBMC,Intertrochanter bone mineral content (gm),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p
DXXINBMC,Intertrochanter bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p
DXXINBMC,Intertrochanter bone mineral content (gm),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p
DXXINBMC,Intertrochanter BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p
DXXINBMC,Intertrochanter BMC,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p
DXXINBMD,Intertrochanter bone mineral density (gm/cm^2),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p
DXXINBMD,Intertrochanter bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p
DXXINBMD,Intertrochanter bone mineral density (gm/cm^2),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p
DXXINBMD,Intertrochanter BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p
DXXINBMD,Intertrochanter BMD,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p
DXXL1A,L1 area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL1A,L1 area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL1A,L1 area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL1A,L1 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL1A,L1 area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
DXXL1BMC,L1 Bone Mineral Composition,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL1BMC,L1 Bone Mineral Composition,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL1BMC,L1 bone mineral content (gm),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL1BMC,L1 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL1BMC,L1 BMC,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
DXXL1BMD,L1 Bone Mineral Density,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL1BMD,L1 Bone Mineral Density,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL1BMD,L1 bone mineral density (gm/cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL1BMD,L1 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL1BMD,L1 BMD,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
DXXL1TBS,L1 TBS,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL1TBS,L1 TBS,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL2A,L2 area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL2A,L2 area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL2A,L2 area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL2A,L2 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL2A,L2 area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
DXXL2BMC,L2 Bone Mineral Composition,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL2BMC,L2 Bone Mineral Composition,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL2BMC,L2 bone mineral content (gm),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL2BMC,L2 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL2BMC,L2 BMC,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
DXXL2BMD,L2 Bone Mineral Density,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL2BMD,L2 Bone Mineral Density,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL2BMD,L2 bone mineral density (gm/cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL2BMD,L2 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL2BMD,L2 BMD,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
DXXL2TBS,L2 TBS,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL2TBS,L2 TBS,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL3A,L3 area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL3A,L3 area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL3A,L3 area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL3A,L3 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL3A,L3 area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
DXXL3BMC,L3 Bone Mineral Composition,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p
DXXL3BMC,L3 Bone Mineral Composition,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p
DXXL3BMC,L3 bone mineral content (gm),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p
DXXL3BMC,L3 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p
DXXL3BMC,L3 BMC,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p
