Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,epcf,varname,category,subcategory
DXXINBMD,Intertrochanter BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p,DXXINBMD,anthropometric,dexa
DXXINBMD,Intertrochanter BMD,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p,DXXINBMD,anthropometric,dexa
DXXL1A,L1 area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL1A,anthropometric,dexa
DXXL1A,L1 area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL1A,anthropometric,dexa
DXXL1A,L1 area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL1A,anthropometric,dexa
DXXL1A,L1 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL1A,anthropometric,dexa
DXXL1A,L1 area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL1A,anthropometric,dexa
DXXL1BMC,L1 Bone Mineral Composition,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL1BMC,anthropometric,dexa
DXXL1BMC,L1 Bone Mineral Composition,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL1BMC,anthropometric,dexa
DXXL1BMC,L1 bone mineral content (gm),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL1BMC,anthropometric,dexa
DXXL1BMC,L1 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL1BMC,anthropometric,dexa
DXXL1BMC,L1 BMC,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL1BMC,anthropometric,dexa
DXXL1BMD,L1 Bone Mineral Density,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL1BMD,anthropometric,dexa
DXXL1BMD,L1 Bone Mineral Density,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL1BMD,anthropometric,dexa
DXXL1BMD,L1 bone mineral density (gm/cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL1BMD,anthropometric,dexa
DXXL1BMD,L1 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL1BMD,anthropometric,dexa
DXXL1BMD,L1 BMD,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL1BMD,anthropometric,dexa
DXXL1TBS,L1 TBS,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL1TBS,anthropometric,dexa
DXXL1TBS,L1 TBS,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL1TBS,anthropometric,dexa
DXXL2A,L2 area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL2A,anthropometric,dexa
DXXL2A,L2 area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL2A,anthropometric,dexa
DXXL2A,L2 area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL2A,anthropometric,dexa
DXXL2A,L2 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL2A,anthropometric,dexa
DXXL2A,L2 area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL2A,anthropometric,dexa
DXXL2BMC,L2 Bone Mineral Composition,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL2BMC,anthropometric,dexa
DXXL2BMC,L2 Bone Mineral Composition,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL2BMC,anthropometric,dexa
DXXL2BMC,L2 bone mineral content (gm),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL2BMC,anthropometric,dexa
DXXL2BMC,L2 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL2BMC,anthropometric,dexa
DXXL2BMC,L2 BMC,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL2BMC,anthropometric,dexa
DXXL2BMD,L2 Bone Mineral Density,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL2BMD,anthropometric,dexa
DXXL2BMD,L2 Bone Mineral Density,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL2BMD,anthropometric,dexa
DXXL2BMD,L2 bone mineral density (gm/cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL2BMD,anthropometric,dexa
DXXL2BMD,L2 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL2BMD,anthropometric,dexa
DXXL2BMD,L2 BMD,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL2BMD,anthropometric,dexa
DXXL2TBS,L2 TBS,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL2TBS,anthropometric,dexa
DXXL2TBS,L2 TBS,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL2TBS,anthropometric,dexa
DXXL3A,L3 area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL3A,anthropometric,dexa
DXXL3A,L3 area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL3A,anthropometric,dexa
DXXL3A,L3 area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL3A,anthropometric,dexa
DXXL3A,L3 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL3A,anthropometric,dexa
DXXL3A,L3 area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL3A,anthropometric,dexa
DXXL3BMC,L3 Bone Mineral Composition,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL3BMC,anthropometric,dexa
DXXL3BMC,L3 Bone Mineral Composition,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL3BMC,anthropometric,dexa
DXXL3BMC,L3 bone mineral content (gm),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL3BMC,anthropometric,dexa
DXXL3BMC,L3 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL3BMC,anthropometric,dexa
DXXL3BMC,L3 BMC,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL3BMC,anthropometric,dexa
DXXL3TBS,L3 TBS,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL3TBS,anthropometric,dexa
DXXL3TBS,L3 TBS,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL3TBS,anthropometric,dexa
DXXL4A,L4 area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL4A,anthropometric,dexa
DXXL4A,L4 area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL4A,anthropometric,dexa
DXXL4A,L4 area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL4A,anthropometric,dexa
DXXL4A,L4 area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL4A,anthropometric,dexa
DXXL4A,L4 area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL4A,anthropometric,dexa
DXXL4BMC,L4 Bone Mineral Composition,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL4BMC,anthropometric,dexa
DXXL4BMC,L4 Bone Mineral Composition,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL4BMC,anthropometric,dexa
DXXL4BMC,L4 bone mineral content (gm),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL4BMC,anthropometric,dexa
DXXL4BMC,L4 BMC,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL4BMC,anthropometric,dexa
DXXL4BMC,L4 BMC,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL4BMC,anthropometric,dexa
DXXL4BMD,L4 Bone Mineral Density,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL4BMD,anthropometric,dexa
DXXL4BMD,L4 Bone Mineral Density,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL4BMD,anthropometric,dexa
DXXL4BMD,L4 bone mineral density (gm/cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXL4BMD,anthropometric,dexa
DXXL4BMD,L4 BMD,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXL4BMD,anthropometric,dexa
DXXL4BMD,L4 BMD,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXL4BMD,anthropometric,dexa
DXXL4TBS,L4 TBS,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXL4TBS,anthropometric,dexa
DXXL4TBS,L4 TBS,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXL4TBS,anthropometric,dexa
DXXLAA,Left Arm Area (cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLAA,anthropometric,dexa
DXXLAA,Left Arm Area (cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLAA,anthropometric,dexa
DXXLAA,Left Arm Area (cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLAA,anthropometric,dexa
DXXLAA,Left Arm Area (cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLAA,anthropometric,dexa
DXXLABMC,Left Arm Body Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLABMC,anthropometric,dexa
DXXLABMC,Left Arm Body Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLABMC,anthropometric,dexa
DXXLABMC,Left Arm Body Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLABMC,anthropometric,dexa
DXXLABMC,Left Arm Body Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLABMC,anthropometric,dexa
DXXLABMD,Left Arm Body Mineral Density (grams/cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLABMD,anthropometric,dexa
DXXLABMD,Left Arm Body Mineral Density (grams/cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLABMD,anthropometric,dexa
DXXLABMD,Left Arm Body Mineral Density (grams/cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLABMD,anthropometric,dexa
DXXLABMD,Left Arm Body Mineral Density (grams/cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLABMD,anthropometric,dexa
DXXLAFAT,Left Arm Fat (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLAFAT,anthropometric,dexa
DXXLAFAT,Left Arm Fat (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLAFAT,anthropometric,dexa
DXXLAFAT,Left Arm Fat (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLAFAT,anthropometric,dexa
DXXLAFAT,Left Arm Fat (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLAFAT,anthropometric,dexa
DXXLALI,Left Arm Lean incl BMC (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLALI,anthropometric,dexa
DXXLALI,Left Arm Lean incl BMC (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLALI,anthropometric,dexa
DXXLALI,Left Arm Lean incl BMC (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLALI,anthropometric,dexa
DXXLALI,Left Arm Lean incl BMC (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLALI,anthropometric,dexa
DXXLLA,Left Leg Area(cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLLA,anthropometric,dexa
DXXLLA,Left Leg Area(cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLLA,anthropometric,dexa
DXXLLA,Left Leg Area(cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLLA,anthropometric,dexa
DXXLLA,Left Leg Area(cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLLA,anthropometric,dexa
DXXLLBMC,Left Leg Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLLBMC,anthropometric,dexa
DXXLLBMC,Left Leg Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLLBMC,anthropometric,dexa
DXXLLBMC,Left Leg Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLLBMC,anthropometric,dexa
DXXLLBMC,Left Leg Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLLBMC,anthropometric,dexa
DXXLLBMD,Left Leg Bone Mineral Density (grams/cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLLBMD,anthropometric,dexa
DXXLLBMD,Left Leg Bone Mineral Density (grams/cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLLBMD,anthropometric,dexa
DXXLLBMD,Left Leg Bone Mineral Density (grams/cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLLBMD,anthropometric,dexa
DXXLLBMD,Left Leg Bone Mineral Density (grams/cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLLBMD,anthropometric,dexa
DXXLLFAT,Left Leg Fat (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLLFAT,anthropometric,dexa
DXXLLFAT,Left Leg Fat (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLLFAT,anthropometric,dexa
DXXLLFAT,Left Leg Fat (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLLFAT,anthropometric,dexa
DXXLLFAT,Left Leg Fat (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLLFAT,anthropometric,dexa
DXXLLLI,Left Leg Lean incl Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLLLI,anthropometric,dexa
DXXLLLI,Left Leg Lean incl Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLLLI,anthropometric,dexa
DXXLLLI,Left Leg Lean incl Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLLLI,anthropometric,dexa
DXXLLLI,Left Leg Lean incl Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLLLI,anthropometric,dexa
DXXLRA,Left Ribs Area(cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLRA,anthropometric,dexa
DXXLRA,Left Ribs Area(cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLRA,anthropometric,dexa
DXXLRA,Left Ribs Area(cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLRA,anthropometric,dexa
DXXLRA,Left Ribs Area(cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLRA,anthropometric,dexa
DXXLRBMC,Left Ribs Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLRBMC,anthropometric,dexa
DXXLRBMC,Left Ribs Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLRBMC,anthropometric,dexa
DXXLRBMC,Left Ribs Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLRBMC,anthropometric,dexa
DXXLRBMC,Left Ribs Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLRBMC,anthropometric,dexa
DXXLRBMD,Left Ribs Bone Mineral Density (grams/cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLRBMD,anthropometric,dexa
DXXLRBMD,Left Ribs Bone Mineral Density (grams/cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLRBMD,anthropometric,dexa
DXXLRBMD,Left Ribs Bone Mineral Density (grams/cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLRBMD,anthropometric,dexa
DXXLRBMD,Left Ribs Bone Mineral Density (grams/cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLRBMD,anthropometric,dexa
DXXLSA,Lumbar Spine Area (cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLSA,anthropometric,dexa
DXXLSA,Lumbar Spine Area (cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLSA,anthropometric,dexa
DXXLSA,Lumbar Spine Area (cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLSA,anthropometric,dexa
DXXLSA,Lumbar Spine Area (cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLSA,anthropometric,dexa
DXXLSBMC,Lumbar Spine Bone Mineral Content (grams),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLSBMC,anthropometric,dexa
DXXLSBMC,Lumbar Spine Bone Mineral Content (grams),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLSBMC,anthropometric,dexa
DXXLSBMC,Lumbar Spine Bone Mineral Content (grams),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLSBMC,anthropometric,dexa
DXXLSBMC,Lumbar Spine Bone Mineral Content (grams),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLSBMC,anthropometric,dexa
DXXLSBMD,Lumbar Spine Bone Mineral Density (grams/cm^2),DXX_G,Dual-Energy X-ray Absorptiometry - Whole Body,2011,2012,Examination,None,p,DXXLSBMD,anthropometric,dexa
DXXLSBMD,Lumbar Spine Bone Mineral Density (grams/cm^2),DXX_H,Dual-Energy X-ray Absorptiometry - Whole Body,2013,2014,Examination,None,p,DXXLSBMD,anthropometric,dexa
DXXLSBMD,Lumbar Spine Bone Mineral Density (grams/cm^2),DXX_I,Dual-Energy X-ray Absorptiometry - Whole Body,2015,2016,Examination,None,p,DXXLSBMD,anthropometric,dexa
DXXLSBMD,Lumbar Spine Bone Mineral Density (grams/cm^2),DXX_J,Dual-Energy X-ray Absorptiometry - Whole Body,2017,2018,Examination,None,p,DXXLSBMD,anthropometric,dexa
DXXNKA,Femoral neck area (cm^2),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p,DXXNKA,anthropometric,dexa
DXXNKA,Femoral neck area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p,DXXNKA,anthropometric,dexa
DXXNKA,Femoral neck area (cm^2),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p,DXXNKA,anthropometric,dexa
DXXNKA,Femoral neck area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p,DXXNKA,anthropometric,dexa
DXXNKA,Femoral neck area,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p,DXXNKA,anthropometric,dexa
DXXNKBMC,Femoral neck bone mineral content (gm),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p,DXXNKBMC,anthropometric,dexa
DXXNKBMC,Femoral neck bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p,DXXNKBMC,anthropometric,dexa
DXXNKBMC,Femoral neck bone mineral content (gm),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p,DXXNKBMC,anthropometric,dexa
DXXNKBMC,Femoral neck BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p,DXXNKBMC,anthropometric,dexa
DXXNKBMC,Femoral neck BMC,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p,DXXNKBMC,anthropometric,dexa
DXXNKBMD,Femoral neck bone mineral density (gm/cm^2),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p,DXXNKBMD,anthropometric,dexa
DXXNKBMD,Femoral neck bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p,DXXNKBMD,anthropometric,dexa
DXXNKBMD,Femoral neck bone mineral density (gm/cm^2),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p,DXXNKBMD,anthropometric,dexa
DXXNKBMD,Femoral neck BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p,DXXNKBMD,anthropometric,dexa
DXXNKBMD,Femoral neck BMD,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p,DXXNKBMD,anthropometric,dexa
DXXOFA,Total femur area (cm^2),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p,DXXOFA,anthropometric,dexa
DXXOFA,Total femur area (cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p,DXXOFA,anthropometric,dexa
DXXOFA,Total femur area (cm^2),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p,DXXOFA,anthropometric,dexa
DXXOFA,Total femur area,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p,DXXOFA,anthropometric,dexa
DXXOFA,Total femur area,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p,DXXOFA,anthropometric,dexa
DXXOFBMC,Total femur bone mineral content (gm),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p,DXXOFBMC,anthropometric,dexa
DXXOFBMC,Total femur bone mineral content (gm),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p,DXXOFBMC,anthropometric,dexa
DXXOFBMC,Total femur bone mineral content (gm),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p,DXXOFBMC,anthropometric,dexa
DXXOFBMC,Total femur BMC,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p,DXXOFBMC,anthropometric,dexa
DXXOFBMC,Total femur BMC,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p,DXXOFBMC,anthropometric,dexa
DXXOFBMD,Total femur bone mineral density (gm/cm^2),DXXFEM_D,Dual Energy X-ray Absorptiometry - Femur,2005,2006,Examination,None,p,DXXOFBMD,anthropometric,dexa
DXXOFBMD,Total femur bone mineral density (gm/cm^2),DXXFEM_E,Dual Energy X-ray Absorptiometry - Femur,2007,2008,Examination,None,p,DXXOFBMD,anthropometric,dexa
DXXOFBMD,Total femur bone mineral density (gm/cm^2),DXXFEM_F,Dual Energy X-ray Absorptiometry - Femur,2009,2010,Examination,None,p,DXXOFBMD,anthropometric,dexa
DXXOFBMD,Total femur BMD,DXXFEM_H,Dual-Energy X-ray Absorptiometry - Femur,2013,2014,Examination,None,p,DXXOFBMD,anthropometric,dexa
DXXOFBMD,Total femur BMD,DXXFEM_J,Dual-Energy X-ray Absorptiometry - Femur,2017,2018,Examination,None,p,DXXOFBMD,anthropometric,dexa
DXXOSA,Total spine area,DXXSPN_D,Dual Energy X-ray Absorptiometry - Spine,2005,2006,Examination,None,p,DXXOSA,anthropometric,dexa
DXXOSA,Total spine area,DXXSPN_E,Dual Energy X-ray Absorptiometry - Spine,2007,2008,Examination,None,p,DXXOSA,anthropometric,dexa
DXXOSA,Total spine area (cm^2),DXXSPN_F,Dual Energy X-ray Absorptiometry - Spine,2009,2010,Examination,None,p,DXXOSA,anthropometric,dexa
DXXOSA,Total spine area,DXXSPN_H,Dual-Energy X-ray Absorptiometry - Spine,2013,2014,Examination,None,p,DXXOSA,anthropometric,dexa
DXXOSA,Total spine area,DXXSPN_J,Dual-Energy X-ray Absorptiometry - Spine,2017,2018,Examination,None,p,DXXOSA,anthropometric,dexa
