Data.File.Name,Variable.Name,Data.File.Description,Component,Use.Constraints,Begin.Year,EndYear,Variable.Description
DADA2RB_GENUS_COUNT_G,RB_genus114_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Cryobacterium
DADA2RB_GENUS_COUNT_G,RB_genus115_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium
DADA2RB_GENUS_COUNT_G,RB_genus116_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Frondihabitans
DADA2RB_GENUS_COUNT_G,RB_genus117_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Gryllotalpicola
DADA2RB_GENUS_COUNT_G,RB_genus118_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Herbiconiux
DADA2RB_GENUS_COUNT_G,RB_genus119_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia
DADA2RB_GENUS_COUNT_G,RB_genus120_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leucobacter
DADA2RB_GENUS_COUNT_G,RB_genus121_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Lysinimonas
DADA2RB_GENUS_COUNT_G,RB_genus122_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Marisediminicola
DADA2RB_GENUS_COUNT_G,RB_genus123_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium
DADA2RB_GENUS_COUNT_G,RB_genus124_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microcella
DADA2RB_GENUS_COUNT_G,RB_genus125_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus126_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter
DADA2RB_GENUS_COUNT_G,RB_genus127_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Schumannella
DADA2RB_GENUS_COUNT_G,RB_genus128_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter
DADA2RB_GENUS_COUNT_G,RB_genus129_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Auritidibacter
DADA2RB_GENUS_COUNT_G,RB_genus130_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Citricoccus
DADA2RB_GENUS_COUNT_G,RB_genus131_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria
DADA2RB_GENUS_COUNT_G,RB_genus132_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus
DADA2RB_GENUS_COUNT_G,RB_genus133_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus134_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia
DADA2RB_GENUS_COUNT_G,RB_genus135_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia
DADA2RB_GENUS_COUNT_G,RB_genus136_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Sinomonas
DADA2RB_GENUS_COUNT_G,RB_genus137_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Zhihengliuella
DADA2RB_GENUS_COUNT_G,RB_genus138_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus139_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium
DADA2RB_GENUS_COUNT_G,RB_genus140_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola
DADA2RB_GENUS_COUNT_G,RB_genus141_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus142_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Promicromonospora
DADA2RB_GENUS_COUNT_G,RB_genus143_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Rarobacteraceae;Rarobacter
DADA2RB_GENUS_COUNT_G,RB_genus144_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter
DADA2RB_GENUS_COUNT_G,RB_genus145_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes
DADA2RB_GENUS_COUNT_G,RB_genus146_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Asanoa
DADA2RB_GENUS_COUNT_G,RB_genus147_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Catellatospora
DADA2RB_GENUS_COUNT_G,RB_genus148_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Catenuloplanes
DADA2RB_GENUS_COUNT_G,RB_genus149_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Dactylosporangium
DADA2RB_GENUS_COUNT_G,RB_genus150_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Longispora
DADA2RB_GENUS_COUNT_G,RB_genus151_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora
DADA2RB_GENUS_COUNT_G,RB_genus152_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus153_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Plantactinospora
DADA2RB_GENUS_COUNT_G,RB_genus154_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Stackebrandtia
DADA2RB_GENUS_COUNT_G,RB_genus155_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Verrucosispora
DADA2RB_GENUS_COUNT_G,RB_genus156_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Virgisporangium
DADA2RB_GENUS_COUNT_G,RB_genus157_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus158_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;PeM15;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus159_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus160_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium
DADA2RB_GENUS_COUNT_G,RB_genus161_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella
DADA2RB_GENUS_COUNT_G,RB_genus162_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola
DADA2RB_GENUS_COUNT_G,RB_genus163_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Mumia
DADA2RB_GENUS_COUNT_G,RB_genus164_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus165_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides
DADA2RB_GENUS_COUNT_G,RB_genus166_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Aestuariimicrobium
DADA2RB_GENUS_COUNT_G,RB_genus167_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus
DADA2RB_GENUS_COUNT_G,RB_genus168_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Micropruina
DADA2RB_GENUS_COUNT_G,RB_genus169_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus170_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium
DADA2RB_GENUS_COUNT_G,RB_genus171_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propioniciclava
DADA2RB_GENUS_COUNT_G,RB_genus172_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus
DADA2RB_GENUS_COUNT_G,RB_genus173_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora
DADA2RB_GENUS_COUNT_G,RB_genus174_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinophytocola
DADA2RB_GENUS_COUNT_G,RB_genus175_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Crossiella
DADA2RB_GENUS_COUNT_G,RB_genus176_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lentzea
DADA2RB_GENUS_COUNT_G,RB_genus177_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus178_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella
DADA2RB_GENUS_COUNT_G,RB_genus179_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
DADA2RB_GENUS_COUNT_G,RB_genus180_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora
DADA2RB_GENUS_COUNT_G,RB_genus181_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Sciscionella
DADA2RB_GENUS_COUNT_G,RB_genus182_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;RL185-aaj71c12;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus183_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora
DADA2RB_GENUS_COUNT_G,RB_genus184_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus185_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus
DADA2RB_GENUS_COUNT_G,RB_genus186_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces
DADA2RB_GENUS_COUNT_G,RB_genus187_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus188_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis
DADA2RB_GENUS_COUNT_G,RB_genus189_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus190_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus
DADA2RB_GENUS_COUNT_G,RB_genus191_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura
DADA2RB_GENUS_COUNT_G,RB_genus192_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Adlercreutzia
DADA2RB_GENUS_COUNT_G,RB_genus193_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium
DADA2RB_GENUS_COUNT_G,RB_genus194_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
DADA2RB_GENUS_COUNT_G,RB_genus195_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Coriobacteriaceae_UCG-003
DADA2RB_GENUS_COUNT_G,RB_genus196_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Cryptobacterium
DADA2RB_GENUS_COUNT_G,RB_genus197_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella
DADA2RB_GENUS_COUNT_G,RB_genus198_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus
DADA2RB_GENUS_COUNT_G,RB_genus199_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Gordonibacter
DADA2RB_GENUS_COUNT_G,RB_genus200_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus201_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella
DADA2RB_GENUS_COUNT_G,RB_genus202_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Parvibacter
DADA2RB_GENUS_COUNT_G,RB_genus203_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Senegalimassilia
DADA2RB_GENUS_COUNT_G,RB_genus204_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Slackia
DADA2RB_GENUS_COUNT_G,RB_genus205_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;MB-A2-108;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus206_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;NA;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus207_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;Euzebya
DADA2RB_GENUS_COUNT_G,RB_genus208_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Nitriliruptoria;Nitriliruptorales;Nitriliruptoraceae;Nitriliruptor
DADA2RB_GENUS_COUNT_G,RB_genus209_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter
DADA2RB_GENUS_COUNT_G,RB_genus210_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;TakashiAC-B11;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus211_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella
DADA2RB_GENUS_COUNT_G,RB_genus212_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus213_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus214_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;0319-6M6;NA
DADA2RB_GENUS_COUNT_G,RB_genus215_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;288-2;NA
DADA2RB_GENUS_COUNT_G,RB_genus216_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;480-2;NA
DADA2RB_GENUS_COUNT_G,RB_genus217_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
DADA2RB_GENUS_COUNT_G,RB_genus218_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Elev-16S-1332;NA
DADA2RB_GENUS_COUNT_G,RB_genus219_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;FFCH13075;NA
DADA2RB_GENUS_COUNT_G,RB_genus220_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus221_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter
DADA2RB_GENUS_COUNT_G,RB_genus222_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;S1-80;NA
DADA2RB_GENUS_COUNT_G,RB_genus223_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter
DADA2RB_GENUS_COUNT_G,RB_genus224_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;TM146;NA
DADA2RB_GENUS_COUNT_G,RB_genus225_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;YNPFFP1;NA
DADA2RB_GENUS_COUNT_G,RB_genus226_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas
DADA2RB_GENUS_COUNT_G,RB_genus227_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Armatimonadetes;NA;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus228_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Atribacteria;Atribacteria_Incertae_Sedis;Unknown_Order;Unknown_Family;Candidatus_Caldatribacterium
DADA2RB_GENUS_COUNT_G,RB_genus229_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidetes_VC2.1_Bac22;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus230_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidetes_vadinHA17;NA;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus231_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
DADA2RB_GENUS_COUNT_G,RB_genus232_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_BS11_gut_group;NA
DADA2RB_GENUS_COUNT_G,RB_genus233_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_Incertae_Sedis;Phocaeicola
DADA2RB_GENUS_COUNT_G,RB_genus234_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_RF16_group;NA
DADA2RB_GENUS_COUNT_G,RB_genus235_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_S24-7_group;NA
DADA2RB_GENUS_COUNT_G,RB_genus236_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidales_UCG-001;NA
DADA2RB_GENUS_COUNT_G,RB_genus237_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;FTLpost3;NA
DADA2RB_GENUS_COUNT_G,RB_genus238_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;M2PB4-65_termite_group;NA
DADA2RB_GENUS_COUNT_G,RB_genus239_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;NA
DADA2RB_GENUS_COUNT_G,RB_genus240_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA
DADA2RB_GENUS_COUNT_G,RB_genus241_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;PL-11B8_wastewater-sludge_group;NA
DADA2RB_GENUS_COUNT_G,RB_genus242_count,DADA2RB_GENUS_COUNT_G,Laboratory,None,2011,2012,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
