pvarname,evarname,n,e_table_name,p_table_name
CystatinCMort,DRXTVAIU,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVAIU,1178,DRXTOT,DNAM_A
ADMMort,DRXTVAIU,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVAIU,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVAIU,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVAIU,1178,DRXTOT,DNAM_A
CRPMort,DRXTVAIU,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVAIU,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVAIU,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVAIU,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVAIU,1178,DRXTOT,DNAM_A
YangCell,DRXTVAIU,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVAIU,1178,DRXTOT,DNAM_A
LinAge,DRXTVAIU,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVAIU,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVAIU,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVAIU,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVAIU,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVAIU,1178,DRXTOT,DNAM_A
Nkcell,DRXTVAIU,1178,DRXTOT,DNAM_A
Bcell,DRXTVAIU,1178,DRXTOT,DNAM_A
MonoPP,DRXTVAIU,1178,DRXTOT,DNAM_A
NeuPP,DRXTVAIU,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVAIU,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTVARE,1178,DRXTOT,DNAM_A
HorvathAge,DRXTVARE,1178,DRXTOT,DNAM_A
HannumAge,DRXTVARE,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTVARE,1178,DRXTOT,DNAM_A
PhenoAge,DRXTVARE,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTVARE,1178,DRXTOT,DNAM_A
B2MMort,DRXTVARE,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTVARE,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVARE,1178,DRXTOT,DNAM_A
ADMMort,DRXTVARE,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVARE,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVARE,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVARE,1178,DRXTOT,DNAM_A
CRPMort,DRXTVARE,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVARE,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVARE,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVARE,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVARE,1178,DRXTOT,DNAM_A
YangCell,DRXTVARE,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVARE,1178,DRXTOT,DNAM_A
LinAge,DRXTVARE,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVARE,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVARE,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVARE,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVARE,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVARE,1178,DRXTOT,DNAM_A
Nkcell,DRXTVARE,1178,DRXTOT,DNAM_A
Bcell,DRXTVARE,1178,DRXTOT,DNAM_A
MonoPP,DRXTVARE,1178,DRXTOT,DNAM_A
NeuPP,DRXTVARE,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVARE,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTVB1,1178,DRXTOT,DNAM_A
HorvathAge,DRXTVB1,1178,DRXTOT,DNAM_A
HannumAge,DRXTVB1,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTVB1,1178,DRXTOT,DNAM_A
PhenoAge,DRXTVB1,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTVB1,1178,DRXTOT,DNAM_A
B2MMort,DRXTVB1,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTVB1,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVB1,1178,DRXTOT,DNAM_A
ADMMort,DRXTVB1,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVB1,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVB1,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVB1,1178,DRXTOT,DNAM_A
CRPMort,DRXTVB1,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVB1,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVB1,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVB1,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVB1,1178,DRXTOT,DNAM_A
YangCell,DRXTVB1,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVB1,1178,DRXTOT,DNAM_A
LinAge,DRXTVB1,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVB1,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVB1,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVB1,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVB1,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVB1,1178,DRXTOT,DNAM_A
Nkcell,DRXTVB1,1178,DRXTOT,DNAM_A
Bcell,DRXTVB1,1178,DRXTOT,DNAM_A
MonoPP,DRXTVB1,1178,DRXTOT,DNAM_A
NeuPP,DRXTVB1,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVB1,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTVB12,1178,DRXTOT,DNAM_A
HorvathAge,DRXTVB12,1178,DRXTOT,DNAM_A
HannumAge,DRXTVB12,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTVB12,1178,DRXTOT,DNAM_A
PhenoAge,DRXTVB12,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTVB12,1178,DRXTOT,DNAM_A
B2MMort,DRXTVB12,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTVB12,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVB12,1178,DRXTOT,DNAM_A
ADMMort,DRXTVB12,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVB12,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVB12,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVB12,1178,DRXTOT,DNAM_A
CRPMort,DRXTVB12,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVB12,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVB12,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVB12,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVB12,1178,DRXTOT,DNAM_A
YangCell,DRXTVB12,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVB12,1178,DRXTOT,DNAM_A
LinAge,DRXTVB12,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVB12,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVB12,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVB12,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVB12,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVB12,1178,DRXTOT,DNAM_A
Nkcell,DRXTVB12,1178,DRXTOT,DNAM_A
Bcell,DRXTVB12,1178,DRXTOT,DNAM_A
MonoPP,DRXTVB12,1178,DRXTOT,DNAM_A
NeuPP,DRXTVB12,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVB12,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTVB2,1178,DRXTOT,DNAM_A
HorvathAge,DRXTVB2,1178,DRXTOT,DNAM_A
HannumAge,DRXTVB2,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTVB2,1178,DRXTOT,DNAM_A
PhenoAge,DRXTVB2,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTVB2,1178,DRXTOT,DNAM_A
B2MMort,DRXTVB2,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTVB2,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVB2,1178,DRXTOT,DNAM_A
ADMMort,DRXTVB2,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVB2,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVB2,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVB2,1178,DRXTOT,DNAM_A
CRPMort,DRXTVB2,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVB2,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVB2,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVB2,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVB2,1178,DRXTOT,DNAM_A
YangCell,DRXTVB2,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVB2,1178,DRXTOT,DNAM_A
LinAge,DRXTVB2,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVB2,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVB2,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVB2,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVB2,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVB2,1178,DRXTOT,DNAM_A
Nkcell,DRXTVB2,1178,DRXTOT,DNAM_A
Bcell,DRXTVB2,1178,DRXTOT,DNAM_A
MonoPP,DRXTVB2,1178,DRXTOT,DNAM_A
NeuPP,DRXTVB2,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVB2,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTVB6,1178,DRXTOT,DNAM_A
HorvathAge,DRXTVB6,1178,DRXTOT,DNAM_A
HannumAge,DRXTVB6,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTVB6,1178,DRXTOT,DNAM_A
PhenoAge,DRXTVB6,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTVB6,1178,DRXTOT,DNAM_A
B2MMort,DRXTVB6,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTVB6,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVB6,1178,DRXTOT,DNAM_A
ADMMort,DRXTVB6,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVB6,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVB6,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVB6,1178,DRXTOT,DNAM_A
CRPMort,DRXTVB6,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVB6,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVB6,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVB6,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVB6,1178,DRXTOT,DNAM_A
YangCell,DRXTVB6,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVB6,1178,DRXTOT,DNAM_A
LinAge,DRXTVB6,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVB6,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVB6,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVB6,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVB6,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVB6,1178,DRXTOT,DNAM_A
Nkcell,DRXTVB6,1178,DRXTOT,DNAM_A
Bcell,DRXTVB6,1178,DRXTOT,DNAM_A
MonoPP,DRXTVB6,1178,DRXTOT,DNAM_A
NeuPP,DRXTVB6,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVB6,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTVC,1178,DRXTOT,DNAM_A
HorvathAge,DRXTVC,1178,DRXTOT,DNAM_A
HannumAge,DRXTVC,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTVC,1178,DRXTOT,DNAM_A
PhenoAge,DRXTVC,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTVC,1178,DRXTOT,DNAM_A
B2MMort,DRXTVC,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTVC,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVC,1178,DRXTOT,DNAM_A
ADMMort,DRXTVC,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVC,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVC,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVC,1178,DRXTOT,DNAM_A
CRPMort,DRXTVC,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVC,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVC,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVC,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVC,1178,DRXTOT,DNAM_A
YangCell,DRXTVC,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVC,1178,DRXTOT,DNAM_A
LinAge,DRXTVC,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVC,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVC,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVC,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVC,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVC,1178,DRXTOT,DNAM_A
Nkcell,DRXTVC,1178,DRXTOT,DNAM_A
Bcell,DRXTVC,1178,DRXTOT,DNAM_A
MonoPP,DRXTVC,1178,DRXTOT,DNAM_A
NeuPP,DRXTVC,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVC,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTVE,1178,DRXTOT,DNAM_A
HorvathAge,DRXTVE,1178,DRXTOT,DNAM_A
HannumAge,DRXTVE,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTVE,1178,DRXTOT,DNAM_A
PhenoAge,DRXTVE,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTVE,1178,DRXTOT,DNAM_A
B2MMort,DRXTVE,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTVE,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTVE,1178,DRXTOT,DNAM_A
ADMMort,DRXTVE,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTVE,1178,DRXTOT,DNAM_A
LeptinMort,DRXTVE,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTVE,1178,DRXTOT,DNAM_A
CRPMort,DRXTVE,1178,DRXTOT,DNAM_A
logA1CMort,DRXTVE,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTVE,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTVE,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTVE,1178,DRXTOT,DNAM_A
YangCell,DRXTVE,1178,DRXTOT,DNAM_A
ZhangAge,DRXTVE,1178,DRXTOT,DNAM_A
LinAge,DRXTVE,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTVE,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTVE,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTVE,1178,DRXTOT,DNAM_A
CD8TPP,DRXTVE,1178,DRXTOT,DNAM_A
CD4TPP,DRXTVE,1178,DRXTOT,DNAM_A
Nkcell,DRXTVE,1178,DRXTOT,DNAM_A
Bcell,DRXTVE,1178,DRXTOT,DNAM_A
MonoPP,DRXTVE,1178,DRXTOT,DNAM_A
NeuPP,DRXTVE,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTVE,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTWATE,1178,DRXTOT,DNAM_A
HorvathAge,DRXTWATE,1178,DRXTOT,DNAM_A
HannumAge,DRXTWATE,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTWATE,1178,DRXTOT,DNAM_A
PhenoAge,DRXTWATE,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTWATE,1178,DRXTOT,DNAM_A
B2MMort,DRXTWATE,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTWATE,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTWATE,1178,DRXTOT,DNAM_A
ADMMort,DRXTWATE,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTWATE,1178,DRXTOT,DNAM_A
LeptinMort,DRXTWATE,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTWATE,1178,DRXTOT,DNAM_A
CRPMort,DRXTWATE,1178,DRXTOT,DNAM_A
logA1CMort,DRXTWATE,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTWATE,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTWATE,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTWATE,1178,DRXTOT,DNAM_A
YangCell,DRXTWATE,1178,DRXTOT,DNAM_A
ZhangAge,DRXTWATE,1178,DRXTOT,DNAM_A
LinAge,DRXTWATE,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTWATE,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTWATE,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTWATE,1178,DRXTOT,DNAM_A
CD8TPP,DRXTWATE,1178,DRXTOT,DNAM_A
CD4TPP,DRXTWATE,1178,DRXTOT,DNAM_A
Nkcell,DRXTWATE,1178,DRXTOT,DNAM_A
Bcell,DRXTWATE,1178,DRXTOT,DNAM_A
MonoPP,DRXTWATE,1178,DRXTOT,DNAM_A
NeuPP,DRXTWATE,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTWATE,2078,DRXTOT,DNAM_A
XY_Estimation,DRXTZINC,1178,DRXTOT,DNAM_A
HorvathAge,DRXTZINC,1178,DRXTOT,DNAM_A
HannumAge,DRXTZINC,1178,DRXTOT,DNAM_A
SkinBloodAge,DRXTZINC,1178,DRXTOT,DNAM_A
PhenoAge,DRXTZINC,1178,DRXTOT,DNAM_A
GDF15Mort,DRXTZINC,1178,DRXTOT,DNAM_A
B2MMort,DRXTZINC,1178,DRXTOT,DNAM_A
CystatinCMort,DRXTZINC,1178,DRXTOT,DNAM_A
TIMP1Mort,DRXTZINC,1178,DRXTOT,DNAM_A
ADMMort,DRXTZINC,1178,DRXTOT,DNAM_A
PAI1Mort,DRXTZINC,1178,DRXTOT,DNAM_A
LeptinMort,DRXTZINC,1178,DRXTOT,DNAM_A
PACKYRSMort,DRXTZINC,1178,DRXTOT,DNAM_A
CRPMort,DRXTZINC,1178,DRXTOT,DNAM_A
logA1CMort,DRXTZINC,1178,DRXTOT,DNAM_A
GrimAgeMort,DRXTZINC,1178,DRXTOT,DNAM_A
GrimAge2Mort,DRXTZINC,1178,DRXTOT,DNAM_A
HorvathTelo,DRXTZINC,1178,DRXTOT,DNAM_A
YangCell,DRXTZINC,1178,DRXTOT,DNAM_A
ZhangAge,DRXTZINC,1178,DRXTOT,DNAM_A
LinAge,DRXTZINC,1178,DRXTOT,DNAM_A
WeidnerAge,DRXTZINC,1178,DRXTOT,DNAM_A
VidalBraloAge,DRXTZINC,1178,DRXTOT,DNAM_A
DunedinPoAm,DRXTZINC,1178,DRXTOT,DNAM_A
CD8TPP,DRXTZINC,1178,DRXTOT,DNAM_A
CD4TPP,DRXTZINC,1178,DRXTOT,DNAM_A
Nkcell,DRXTZINC,1178,DRXTOT,DNAM_A
Bcell,DRXTZINC,1178,DRXTOT,DNAM_A
MonoPP,DRXTZINC,1178,DRXTOT,DNAM_A
NeuPP,DRXTZINC,1178,DRXTOT,DNAM_A
WTDN4YR,DRXTZINC,2078,DRXTOT,DNAM_A
XY_Estimation,HOQ065,1204,HOQ,DNAM_A
HorvathAge,HOQ065,1204,HOQ,DNAM_A
HannumAge,HOQ065,1204,HOQ,DNAM_A
SkinBloodAge,HOQ065,1204,HOQ,DNAM_A
PhenoAge,HOQ065,1204,HOQ,DNAM_A
GDF15Mort,HOQ065,1204,HOQ,DNAM_A
B2MMort,HOQ065,1204,HOQ,DNAM_A
CystatinCMort,HOQ065,1204,HOQ,DNAM_A
TIMP1Mort,HOQ065,1204,HOQ,DNAM_A
ADMMort,HOQ065,1204,HOQ,DNAM_A
PAI1Mort,HOQ065,1204,HOQ,DNAM_A
LeptinMort,HOQ065,1204,HOQ,DNAM_A
PACKYRSMort,HOQ065,1204,HOQ,DNAM_A
CRPMort,HOQ065,1204,HOQ,DNAM_A
logA1CMort,HOQ065,1204,HOQ,DNAM_A
GrimAgeMort,HOQ065,1204,HOQ,DNAM_A
GrimAge2Mort,HOQ065,1204,HOQ,DNAM_A
HorvathTelo,HOQ065,1204,HOQ,DNAM_A
YangCell,HOQ065,1204,HOQ,DNAM_A
ZhangAge,HOQ065,1204,HOQ,DNAM_A
LinAge,HOQ065,1204,HOQ,DNAM_A
WeidnerAge,HOQ065,1204,HOQ,DNAM_A
VidalBraloAge,HOQ065,1204,HOQ,DNAM_A
DunedinPoAm,HOQ065,1204,HOQ,DNAM_A
CD8TPP,HOQ065,1204,HOQ,DNAM_A
CD4TPP,HOQ065,1204,HOQ,DNAM_A
Nkcell,HOQ065,1204,HOQ,DNAM_A
Bcell,HOQ065,1204,HOQ,DNAM_A
MonoPP,HOQ065,1204,HOQ,DNAM_A
NeuPP,HOQ065,1204,HOQ,DNAM_A
WTDN4YR,HOQ065,2126,HOQ,DNAM_A
XY_Estimation,LBDB12SI,1220,LAB06,DNAM_A
HorvathAge,LBDB12SI,1220,LAB06,DNAM_A
HannumAge,LBDB12SI,1220,LAB06,DNAM_A
SkinBloodAge,LBDB12SI,1220,LAB06,DNAM_A
PhenoAge,LBDB12SI,1220,LAB06,DNAM_A
GDF15Mort,LBDB12SI,1220,LAB06,DNAM_A
B2MMort,LBDB12SI,1220,LAB06,DNAM_A
CystatinCMort,LBDB12SI,1220,LAB06,DNAM_A
TIMP1Mort,LBDB12SI,1220,LAB06,DNAM_A
ADMMort,LBDB12SI,1220,LAB06,DNAM_A
PAI1Mort,LBDB12SI,1220,LAB06,DNAM_A
LeptinMort,LBDB12SI,1220,LAB06,DNAM_A
PACKYRSMort,LBDB12SI,1220,LAB06,DNAM_A
CRPMort,LBDB12SI,1220,LAB06,DNAM_A
logA1CMort,LBDB12SI,1220,LAB06,DNAM_A
GrimAgeMort,LBDB12SI,1220,LAB06,DNAM_A
GrimAge2Mort,LBDB12SI,1220,LAB06,DNAM_A
HorvathTelo,LBDB12SI,1220,LAB06,DNAM_A
YangCell,LBDB12SI,1220,LAB06,DNAM_A
ZhangAge,LBDB12SI,1220,LAB06,DNAM_A
LinAge,LBDB12SI,1220,LAB06,DNAM_A
WeidnerAge,LBDB12SI,1220,LAB06,DNAM_A
VidalBraloAge,LBDB12SI,1220,LAB06,DNAM_A
DunedinPoAm,LBDB12SI,1220,LAB06,DNAM_A
CD8TPP,LBDB12SI,1220,LAB06,DNAM_A
CD4TPP,LBDB12SI,1220,LAB06,DNAM_A
Nkcell,LBDB12SI,1220,LAB06,DNAM_A
Bcell,LBDB12SI,1220,LAB06,DNAM_A
MonoPP,LBDB12SI,1220,LAB06,DNAM_A
NeuPP,LBDB12SI,1220,LAB06,DNAM_A
WTDN4YR,LBDB12SI,2009,LAB06,DNAM_A
XY_Estimation,LBXB12,1220,LAB06,DNAM_A
HorvathAge,LBXB12,1220,LAB06,DNAM_A
HannumAge,LBXB12,1220,LAB06,DNAM_A
SkinBloodAge,LBXB12,1220,LAB06,DNAM_A
PhenoAge,LBXB12,1220,LAB06,DNAM_A
GDF15Mort,LBXB12,1220,LAB06,DNAM_A
B2MMort,LBXB12,1220,LAB06,DNAM_A
CystatinCMort,LBXB12,1220,LAB06,DNAM_A
TIMP1Mort,LBXB12,1220,LAB06,DNAM_A
ADMMort,LBXB12,1220,LAB06,DNAM_A
PAI1Mort,LBXB12,1220,LAB06,DNAM_A
LeptinMort,LBXB12,1220,LAB06,DNAM_A
PACKYRSMort,LBXB12,1220,LAB06,DNAM_A
CRPMort,LBXB12,1220,LAB06,DNAM_A
logA1CMort,LBXB12,1220,LAB06,DNAM_A
GrimAgeMort,LBXB12,1220,LAB06,DNAM_A
GrimAge2Mort,LBXB12,1220,LAB06,DNAM_A
HorvathTelo,LBXB12,1220,LAB06,DNAM_A
YangCell,LBXB12,1220,LAB06,DNAM_A
ZhangAge,LBXB12,1220,LAB06,DNAM_A
LinAge,LBXB12,1220,LAB06,DNAM_A
WeidnerAge,LBXB12,1220,LAB06,DNAM_A
VidalBraloAge,LBXB12,1220,LAB06,DNAM_A
DunedinPoAm,LBXB12,1220,LAB06,DNAM_A
CD8TPP,LBXB12,1220,LAB06,DNAM_A
CD4TPP,LBXB12,1220,LAB06,DNAM_A
Nkcell,LBXB12,1220,LAB06,DNAM_A
Bcell,LBXB12,1220,LAB06,DNAM_A
MonoPP,LBXB12,1220,LAB06,DNAM_A
NeuPP,LBXB12,1220,LAB06,DNAM_A
WTDN4YR,LBXB12,2009,LAB06,DNAM_A
XY_Estimation,LBXBCD,1219,LAB06,DNAM_A
HorvathAge,LBXBCD,1219,LAB06,DNAM_A
HannumAge,LBXBCD,1219,LAB06,DNAM_A
SkinBloodAge,LBXBCD,1219,LAB06,DNAM_A
PhenoAge,LBXBCD,1219,LAB06,DNAM_A
GDF15Mort,LBXBCD,1219,LAB06,DNAM_A
B2MMort,LBXBCD,1219,LAB06,DNAM_A
CystatinCMort,LBXBCD,1219,LAB06,DNAM_A
TIMP1Mort,LBXBCD,1219,LAB06,DNAM_A
ADMMort,LBXBCD,1219,LAB06,DNAM_A
PAI1Mort,LBXBCD,1219,LAB06,DNAM_A
LeptinMort,LBXBCD,1219,LAB06,DNAM_A
PACKYRSMort,LBXBCD,1219,LAB06,DNAM_A
CRPMort,LBXBCD,1219,LAB06,DNAM_A
logA1CMort,LBXBCD,1219,LAB06,DNAM_A
GrimAgeMort,LBXBCD,1219,LAB06,DNAM_A
GrimAge2Mort,LBXBCD,1219,LAB06,DNAM_A
HorvathTelo,LBXBCD,1219,LAB06,DNAM_A
YangCell,LBXBCD,1219,LAB06,DNAM_A
ZhangAge,LBXBCD,1219,LAB06,DNAM_A
LinAge,LBXBCD,1219,LAB06,DNAM_A
WeidnerAge,LBXBCD,1219,LAB06,DNAM_A
VidalBraloAge,LBXBCD,1219,LAB06,DNAM_A
DunedinPoAm,LBXBCD,1219,LAB06,DNAM_A
CD8TPP,LBXBCD,1219,LAB06,DNAM_A
CD4TPP,LBXBCD,1219,LAB06,DNAM_A
Nkcell,LBXBCD,1219,LAB06,DNAM_A
Bcell,LBXBCD,1219,LAB06,DNAM_A
MonoPP,LBXBCD,1219,LAB06,DNAM_A
NeuPP,LBXBCD,1219,LAB06,DNAM_A
WTDN4YR,LBXBCD,2046,LAB06,DNAM_A
XY_Estimation,LBXBPB,1219,LAB06,DNAM_A
HorvathAge,LBXBPB,1219,LAB06,DNAM_A
HannumAge,LBXBPB,1219,LAB06,DNAM_A
SkinBloodAge,LBXBPB,1219,LAB06,DNAM_A
PhenoAge,LBXBPB,1219,LAB06,DNAM_A
GDF15Mort,LBXBPB,1219,LAB06,DNAM_A
B2MMort,LBXBPB,1219,LAB06,DNAM_A
CystatinCMort,LBXBPB,1219,LAB06,DNAM_A
TIMP1Mort,LBXBPB,1219,LAB06,DNAM_A
ADMMort,LBXBPB,1219,LAB06,DNAM_A
PAI1Mort,LBXBPB,1219,LAB06,DNAM_A
LeptinMort,LBXBPB,1219,LAB06,DNAM_A
PACKYRSMort,LBXBPB,1219,LAB06,DNAM_A
CRPMort,LBXBPB,1219,LAB06,DNAM_A
logA1CMort,LBXBPB,1219,LAB06,DNAM_A
GrimAgeMort,LBXBPB,1219,LAB06,DNAM_A
GrimAge2Mort,LBXBPB,1219,LAB06,DNAM_A
HorvathTelo,LBXBPB,1219,LAB06,DNAM_A
YangCell,LBXBPB,1219,LAB06,DNAM_A
ZhangAge,LBXBPB,1219,LAB06,DNAM_A
LinAge,LBXBPB,1219,LAB06,DNAM_A
