Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,epcf
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TB12A,Added vitamin B12 (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TBCAR,Beta-carotene (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TCAFF,Caffeine (mg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TCALC,Calcium (mg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TCARB,Carbohydrate (gm),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TCHL,Total choline (mg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TCHL,Total choline (mg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TCHL,Total choline (mg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TCHL,Total choline (mg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TCHL,Total choline (mg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TCHL,Total choline (mg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TCHL,Total choline (mg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TCHOL,Cholesterol (mg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TCOPP,Copper (mg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TCRYP,Beta-cryptoxanthin (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TFA,Folic acid (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TFDFE,Folate as dietary folate equivalents (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TFF,Food folate (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TFIBE,Dietary fiber (gm),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TFOLA,Total Folate (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TFOLA,Total folate (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TFOLA,Total folate (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TFOLA,Total folate (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TFOLA,Total folate (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TFOLA,Total folate (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TFOLA,Total folate (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TFOLA,Total folate (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TIRON,Iron (mg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TKCAL,Energy (kcal),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TLYCO,Lycopene (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TLZ,Lutein + zeaxanthin (mcg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TM161,MFA 16:1 (Hexadecenoic) (gm),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TM181,MFA 18:1 (Octadecenoic) (gm),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TM201,MFA 20:1 (Eicosenoic) (gm),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TM221,MFA 22:1 (Docosenoic) (gm),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TMAGN,Magnesium (mg),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_H,"Dietary Interview - Total Nutrient Intakes, Second Day",2013,2014,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None,e
DR2TMFAT,Total monounsaturated fatty acids (gm),DR2TOT_J,"Dietary Interview - Total Nutrient Intakes, Second Day",2017,2018,Dietary,None,e
DR2TMOIS,Moisture (gm),DR2TOT_C,"Dietary Interview - Total Nutrient Intakes, Second Day",2003,2004,Dietary,None,e
DR2TMOIS,Moisture (gm),DR2TOT_D,"Dietary Interview - Total Nutrient Intakes, Second Day",2005,2006,Dietary,None,e
DR2TMOIS,Moisture (gm),DR2TOT_E,"Dietary Interview - Total Nutrient Intakes, Second Day",2007,2008,Dietary,None,e
DR2TMOIS,Moisture (gm),DR2TOT_F,"Dietary Interview - Total Nutrient Intakes, Second Day",2009,2010,Dietary,None,e
DR2TMOIS,Moisture (gm),DR2TOT_G,"Dietary Interview - Total Nutrient Intakes, Second Day",2011,2012,Dietary,None,e
