Variable.Name,Variable.Description,Data.File.Name,Data.File.Description,Begin.Year,EndYear,Component,Use.Constraints,series,epcf,varname,category,subcategory
URXPMM,N-acetyl-s-(3-hydroxypropyl-1-methyl)-L-cysteine(ng/mL),SSUVOC_D,Volatile Organic Compound (VOC) Metabolites - Urine (Surplus),2005,2006,Laboratory,None,D,e,URXPMM,pollutant,VOC
URXTCV,N-acetyl-s-(trichlorovinyl)-L-cysteine(ng/mL),SSUVOC_D,Volatile Organic Compound (VOC) Metabolites - Urine (Surplus),2005,2006,Laboratory,None,D,e,URXTCV,pollutant,VOC
URXTTC,2-thioxothiazolidine-4-carboxylic acid(ng/mL),SSUVOC_D,Volatile Organic Compound (VOC) Metabolites - Urine (Surplus),2005,2006,Laboratory,None,D,e,URXTTC,pollutant,VOC
URXUCR,"Creatinine, urine (mg/dL)",SSUVOC_D,Volatile Organic Compound (VOC) Metabolites - Urine (Surplus),2005,2006,Laboratory,None,D,p,URXUCR,biochemistry,kidney
WTSVOC2Y,VOC Subsample 2 yr MEC weight,SSUVOC_D,Volatile Organic Compound (VOC) Metabolites - Urine (Surplus),2005,2006,Laboratory,None,D,e,WTSVOC2Y,pollutant,VOC
SEQN,Respondent sequence number.,SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,NA,SEQN,NA,NA
SSHMFA,5-Hydroxymethyl-2-furancarboxylic acid (ng/mL),SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSHMFA,pollutant,VOC
SSHMFAL,5-Hydroxymethyl-2-furancarboxylic acid comment code,SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSHMFAL,pollutant,VOC
SSHMFG,5-Hydroxymethyl-2-furoylglycine (ng/mL),SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSHMFG,pollutant,VOC
SSHMFGL,5-Hydroxymethyl-2-furoylglycine comment code,SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSHMFGL,pollutant,VOC
SSMUCA,"trans, trans-Muconic acid (ng/mL)",SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSMUCA,pollutant,VOC
SSMUCAL,"trans, trans-Muconic acid comment code",SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSMUCAL,pollutant,VOC
SSN2FG,N-2-Furoylglycine (ng/mL),SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSN2FG,pollutant,VOC
SSN2FGL,N-2-Furoylglycine comment code,SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSN2FGL,pollutant,VOC
SSPHMA,Phenylmercapturic acid (ng/mL),SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSPHMA,pollutant,VOC
SSPHMAL,Phenylmercapturic acid comment code,SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,SSPHMAL,pollutant,VOC
WTSSAJ2Y,Surplus specimen 2 year weights A for 2017-2018,SSUVOC_J,Volatile Organic Compound (VOC) Metabolites II - Urine (Surplus),2017,2018,Laboratory,None,J,e,WTSSAJ2Y,pollutant,VOC
SEQN,Respondent sequence number.,SSVARI_A,Varicella-Zoster Virus Antibody (Surplus),1999,2000,Laboratory,None,A,NA,SEQN,NA,NA
VARICELL,Varicella antibody,SSVARI_A,Varicella-Zoster Virus Antibody (Surplus),1999,2000,Laboratory,None,A,e,VARICELL,infection,NA
SEQN,Respondent sequence number.,SSVARI_B,Varicella-Zoster Virus Antibody (Surplus),2001,2002,Laboratory,None,B,NA,SEQN,NA,NA
VARICELL,Varicella antibody,SSVARI_B,Varicella-Zoster Virus Antibody (Surplus),2001,2002,Laboratory,None,B,e,VARICELL,infection,NA
SEQN,Respondent sequence number.,SSVARI_C,Varicella-Zoster Virus Antibody (Surplus),2003,2004,Laboratory,None,C,NA,SEQN,NA,NA
VARICELL,Varicella antibody,SSVARI_C,Varicella-Zoster Virus Antibody (Surplus),2003,2004,Laboratory,None,C,e,VARICELL,infection,NA
LBXTBA,TB Antigen result,TB_G,Tuberculosis - Quantiferon_In_Gold,2011,2012,Laboratory,None,G,p,LBXTBA,disease,infection
LBXTBIN,TB coded result,TB_G,Tuberculosis - Quantiferon_In_Gold,2011,2012,Laboratory,None,G,p,LBXTBIN,disease,infection
LBXTBM,TB Mitogen control result,TB_G,Tuberculosis - Quantiferon_In_Gold,2011,2012,Laboratory,None,G,p,LBXTBM,disease,infection
LBXTBN,TB Nil control result,TB_G,Tuberculosis - Quantiferon_In_Gold,2011,2012,Laboratory,None,G,e,LBXTBN,infection,NA
SEQN,Respondent sequence number,TB_G,Tuberculosis - Quantiferon_In_Gold,2011,2012,Laboratory,None,G,NA,SEQN,NA,NA
LBDTCSI,Total Cholesterol( mmol/L),TCHOL_D,Cholesterol - Total,2005,2006,Laboratory,None,D,p,LBDTCSI,biochemistry,lipids
LBXTC,Total cholesterol (mg/dL),TCHOL_D,Cholesterol - Total,2005,2006,Laboratory,None,D,p,LBXTC,biochemistry,lipids
SEQN,Respondent sequence number.,TCHOL_D,Cholesterol - Total,2005,2006,Laboratory,None,D,NA,SEQN,NA,NA
LBDTCSI,Total Cholesterol( mmol/L),TCHOL_E,Cholesterol - Total,2007,2008,Laboratory,None,E,p,LBDTCSI,biochemistry,lipids
LBXTC,Total Cholesterol (mg/dL),TCHOL_E,Cholesterol - Total,2007,2008,Laboratory,None,E,p,LBXTC,biochemistry,lipids
SEQN,Respondent sequence number.,TCHOL_E,Cholesterol - Total,2007,2008,Laboratory,None,E,NA,SEQN,NA,NA
LBDTCSI,Total Cholesterol (mmol/L),TCHOL_F,Cholesterol - Total,2009,2010,Laboratory,None,F,p,LBDTCSI,biochemistry,lipids
LBXTC,Total Cholesterol (mg/dL),TCHOL_F,Cholesterol - Total,2009,2010,Laboratory,None,F,p,LBXTC,biochemistry,lipids
SEQN,Respondent sequence number.,TCHOL_F,Cholesterol - Total,2009,2010,Laboratory,None,F,NA,SEQN,NA,NA
LBDTCSI,Total Cholesterol( mmol/L),TCHOL_G,Cholesterol - Total,2011,2012,Laboratory,None,G,p,LBDTCSI,biochemistry,lipids
LBXTC,Total Cholesterol( mg/dL),TCHOL_G,Cholesterol - Total,2011,2012,Laboratory,None,G,p,LBXTC,biochemistry,lipids
SEQN,Respondent sequence number,TCHOL_G,Cholesterol - Total,2011,2012,Laboratory,None,G,NA,SEQN,NA,NA
LBDTCSI,Total Cholesterol( mmol/L),TCHOL_H,Cholesterol - Total,2013,2014,Laboratory,None,H,p,LBDTCSI,biochemistry,lipids
LBXTC,Total Cholesterol( mg/dL),TCHOL_H,Cholesterol - Total,2013,2014,Laboratory,None,H,p,LBXTC,biochemistry,lipids
SEQN,Respondent sequence number,TCHOL_H,Cholesterol - Total,2013,2014,Laboratory,None,H,NA,SEQN,NA,NA
LBDTCSI,Total Cholesterol (mmol/L),TCHOL_I,Cholesterol - Total,2015,2016,Laboratory,None,I,p,LBDTCSI,biochemistry,lipids
LBXTC,Total Cholesterol (mg/dL),TCHOL_I,Cholesterol - Total,2015,2016,Laboratory,None,I,p,LBXTC,biochemistry,lipids
SEQN,Respondent sequence number,TCHOL_I,Cholesterol - Total,2015,2016,Laboratory,None,I,NA,SEQN,NA,NA
LBDTCSI,Total Cholesterol (mmol/L),TCHOL_J,Cholesterol - Total,2017,2018,Laboratory,None,J,p,LBDTCSI,biochemistry,lipids
LBXTC,Total Cholesterol (mg/dL),TCHOL_J,Cholesterol - Total,2017,2018,Laboratory,None,J,p,LBXTC,biochemistry,lipids
SEQN,Respondent Sequence Number,TCHOL_J,Cholesterol - Total,2017,2018,Laboratory,None,J,NA,SEQN,NA,NA
SEQN,Respondent sequence number.,TELO_A,Telomere Mean and Standard Deviation (Surplus),1999,2000,Laboratory,None,A,NA,SEQN,NA,NA
TeloMean,Mean T/S ratio,TELO_A,Telomere Mean and Standard Deviation (Surplus),1999,2000,Laboratory,None,A,p,TeloMean,aging,NA
TeloStd,Asso. Std. Dev. of Mean T/S ratio,TELO_A,Telomere Mean and Standard Deviation (Surplus),1999,2000,Laboratory,None,A,p,TeloStd,aging,NA
SEQN,Respondent sequence number.,TELO_B,Telomere Mean and Standard Deviation (Surplus),2001,2002,Laboratory,None,B,NA,SEQN,NA,NA
TeloMean,Mean T/S ratio,TELO_B,Telomere Mean and Standard Deviation (Surplus),2001,2002,Laboratory,None,B,p,TeloMean,aging,NA
TeloStd,Asso. Std. Dev. of Mean T/S ratio,TELO_B,Telomere Mean and Standard Deviation (Surplus),2001,2002,Laboratory,None,B,p,TeloStd,aging,NA
LBDHDTLC,Trans 9-hexadecenoic acid comment code,TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBDHDTLC,nutrients,dietary biomarker
LBDOD1LC,Trans 11-octadecenoic acid comment code,TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBDOD1LC,nutrients,dietary biomarker
LBDOD9LC,Trans 9-octadecenoic acid comment code,TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBDOD9LC,nutrients,dietary biomarker
LBDOTTLC,"trans,trans-9,12-Octadecadienoic acid comment code",TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBDOTTLC,nutrients,dietary biomarker
LBXHDT,Trans 9-Hexadecenoic acid concentrt (umol/L),TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBXHDT,nutrients,dietary biomarker
LBXOD1,Trans 11-octadecenoic acid (umol/L),TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBXOD1,nutrients,dietary biomarker
LBXOD9,Trans 9-octadecenoic acid (umol/L),TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBXOD9,nutrients,dietary biomarker
LBXOTT,"Trans,trans-9,12-Octadecadienoic acid (umol/L)",TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,LBXOTT,nutrients,dietary biomarker
SEQN,Respondent sequence number,TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,NA,SEQN,NA,NA
WTTFA2YR,Trans Fatty Acid Subsample 2 Year Weight,TFA_A,Trans Fatty Acids,1999,2000,Laboratory,None,A,e,WTTFA2YR,nutrients,dietary biomarker
LBDHDTLC,trans 9-Hexadecenoic acid comment code,TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBDHDTLC,nutrients,dietary biomarker
LBDOD1LC,trans 11-Octadecenoic acid comment code,TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBDOD1LC,nutrients,dietary biomarker
LBDOD9LC,trans 9-Octadecenoic acid comment code,TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBDOD9LC,nutrients,dietary biomarker
LBDOTTLC,"trans,trans-9,12-Octadecadienoic acid comment code",TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBDOTTLC,nutrients,dietary biomarker
LBXHDT,Trans 9-Hexadecenoic acid concentrt (umol/L),TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBXHDT,nutrients,dietary biomarker
LBXOD1,trans-11-Octadecenoic acid (umol/L),TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBXOD1,nutrients,dietary biomarker
LBXOD9,trans-9-Octadecenoic acid (umol/L),TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBXOD9,nutrients,dietary biomarker
LBXOTT,"Trans,trans-9,12-Octadecadienoic acid (umol/L)",TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,LBXOTT,nutrients,dietary biomarker
SEQN,Respondent sequence number,TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,NA,SEQN,NA,NA
WTTFA2YR,Trans Fatty Acid Subsample 2 Year Weight,TFA_F,Trans Fatty Acids,2009,2010,Laboratory,None,F,e,WTTFA2YR,nutrients,dietary biomarker
LBXTFR,Transferrin Receptor (mg/L),TFR_D,Transferrin Receptor,2005,2006,Laboratory,None,D,p,LBXTFR,blood,iron
SEQN,Respondent sequence number.,TFR_D,Transferrin Receptor,2005,2006,Laboratory,None,D,NA,SEQN,NA,NA
LBXTFR,Transferrin Receptor (mg/L),TFR_E,Transferrin Receptor,2007,2008,Laboratory,None,E,p,LBXTFR,blood,iron
SEQN,Respondent sequence number.,TFR_E,Transferrin Receptor,2007,2008,Laboratory,None,E,NA,SEQN,NA,NA
LBXTFR,Transferrin receptor (mg/L),TFR_F,Transferrin Receptor,2009,2010,Laboratory,None,F,p,LBXTFR,blood,iron
SEQN,Respondent sequence number.,TFR_F,Transferrin Receptor,2009,2010,Laboratory,None,F,NA,SEQN,NA,NA
LBDTFRSI,Transferrin receptor (nmol/L),TFR_I,Transferrin Receptor,2015,2016,Laboratory,None,I,p,LBDTFRSI,blood,iron
LBXTFR,Transferrin receptor (mg/L),TFR_I,Transferrin Receptor,2015,2016,Laboratory,None,I,p,LBXTFR,blood,iron
SEQN,Respondent sequence number.,TFR_I,Transferrin Receptor,2015,2016,Laboratory,None,I,NA,SEQN,NA,NA
LBDTFRSI,Transferrin receptor (nmol/L),TFR_J,Transferrin Receptor,2017,2018,Laboratory,None,J,p,LBDTFRSI,blood,iron
LBXTFR,Transferrin receptor (mg/L),TFR_J,Transferrin Receptor,2017,2018,Laboratory,None,J,p,LBXTFR,blood,iron
SEQN,Respondent sequence number,TFR_J,Transferrin Receptor,2017,2018,Laboratory,None,J,NA,SEQN,NA,NA
LBXEMA,Endomyseal antibody (IgA EMA),TGEMA_F,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2009,2010,Laboratory,None,F,e,LBXEMA,allergy,NA
LBXTTG,Tissue transglutaminase(IgA-TTG),TGEMA_F,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2009,2010,Laboratory,None,F,e,LBXTTG,allergy,NA
SEQN,Respondent sequence number.,TGEMA_F,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2009,2010,Laboratory,None,F,NA,SEQN,NA,NA
LBXEMA,Endomyseal antibody (IgA EMA),TGEMA_G,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2011,2012,Laboratory,None,G,e,LBXEMA,allergy,NA
LBXTTG,Tissue transglutaminase(IgA-TTG),TGEMA_G,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2011,2012,Laboratory,None,G,e,LBXTTG,allergy,NA
SEQN,Respondent sequence number.,TGEMA_G,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2011,2012,Laboratory,None,G,NA,SEQN,NA,NA
LBXEMA,Endomyseal antibody (IgA EMA),TGEMA_H,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2013,2014,Laboratory,None,H,e,LBXEMA,allergy,NA
LBXTTG,Tissue transglutaminase(IgA-TTG),TGEMA_H,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2013,2014,Laboratory,None,H,e,LBXTTG,allergy,NA
SEQN,Respondent sequence number.,TGEMA_H,Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA),2013,2014,Laboratory,None,H,NA,SEQN,NA,NA
LBDT4FSI,"Thyroxine, free (pmol/L)",THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBDT4FSI,biochemistry,hormone
LBDTGNSI,Thyroglobulin (ug/L),THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBDTGNSI,biochemistry,hormone
LBDTSH1S,Thyroid stimulating hormone (mIU/L),THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBDTSH1S,biochemistry,hormone
LBDTT3SI,"Triiodothyronine (T3), total (nmol/L)",THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBDTT3SI,biochemistry,hormone
LBXATG,Thyroglobulin antibodies (IU/mL),THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXATG,biochemistry,hormone
LBXT3F,"Triiodothyronine (T3), free (pg/mL)",THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXT3F,biochemistry,hormone
LBXT4F,"Thyroxine, free (ng/dL)",THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXT4F,biochemistry,hormone
LBXTGN,Thyroglobulin (ng/mL),THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXTGN,biochemistry,hormone
LBXTPO,Thyroid peroxidase antibodies (IU/mL),THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXTPO,biochemistry,hormone
LBXTSH1,Thyroid stimulating hormone (uIU/mL),THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXTSH1,biochemistry,hormone
LBXTT3,"Triiodothyronine (T3), total (ng/dL)",THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXTT3,biochemistry,hormone
LBXTT4,"Thyroxine, total (T4) (ug/dL)",THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,p,LBXTT4,biochemistry,hormone
SEQN,Respondent sequence number.,THYROD_E,Thyroid Profile,2007,2008,Laboratory,None,E,NA,SEQN,NA,NA
LBDT4FSI,"Thyroxine, free (pmol/L)",THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBDT4FSI,biochemistry,hormone
LBDTGNSI,Thyroglobulin (ug/L),THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBDTGNSI,biochemistry,hormone
LBDTSH1S,Thyroid stimulating hormone (mIU/L),THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBDTSH1S,biochemistry,hormone
LBDTT3SI,"Triiodothyronine (T3), total (nmol/L)",THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBDTT3SI,biochemistry,hormone
LBXATG,Thyroglobulin antibodies (IU/mL),THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXATG,biochemistry,hormone
LBXT3F,"Triiodothyronine (T3), free (pg/mL)",THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXT3F,biochemistry,hormone
LBXT4F,"Thyroxine, free (ng/dL)",THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXT4F,biochemistry,hormone
LBXTGN,Thyroglobulin (ng/mL),THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXTGN,biochemistry,hormone
LBXTPO,Thyroid perioxidase antibodies (IU/mL),THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXTPO,biochemistry,hormone
LBXTSH1,Thyroid stimulating hormone (uIU/mL),THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXTSH1,biochemistry,hormone
LBXTT3,"Triiodothyronine (T3), total (ng/dL)",THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXTT3,biochemistry,hormone
LBXTT4,"Thyroxine, total (T4) (ug/dL)",THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,p,LBXTT4,biochemistry,hormone
SEQN,Respondent sequence number.,THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,NA,SEQN,NA,NA
WTSA2YR,Two-year A subsample weights,THYROD_F,Thyroid Profile,2009,2010,Laboratory,None,F,e,WTSA2YR,pollutant,amine
LBDT4FSI,"Thyroxine, free (pmol/L)",THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBDT4FSI,biochemistry,hormone
LBDTGNSI,Thyroglobulin (ug/L),THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBDTGNSI,biochemistry,hormone
LBDTSH1S,Thyroid stimulating hormone (mIU/L),THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBDTSH1S,biochemistry,hormone
LBDTT3SI,"Triiodothyronine (T3), total (nmol/L)",THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBDTT3SI,biochemistry,hormone
LBXATG,Thyroglobulin antibodies (IU/mL),THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXATG,biochemistry,hormone
LBXT3F,"Triiodothyronine (T3), free (pg/mL)",THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXT3F,biochemistry,hormone
LBXT4F,"Thyroxine, free (ng/dL)",THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXT4F,biochemistry,hormone
LBXTGN,Thyroglobulin (ng/mL),THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXTGN,biochemistry,hormone
LBXTPO,Thyroid perioxidase antibodies (IU/mL),THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXTPO,biochemistry,hormone
LBXTSH1,Thyroid stimulating hormone (uIU/mL),THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXTSH1,biochemistry,hormone
LBXTT3,"Triiodothyronine (T3), total (ng/dL)",THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXTT3,biochemistry,hormone
LBXTT4,"Thyroxine, total (T4) (ug/dL)",THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,p,LBXTT4,biochemistry,hormone
SEQN,Respondent sequence number.,THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,NA,SEQN,NA,NA
WTSA2YR,Subsample A weights,THYROD_G,Thyroid Profile,2011,2012,Laboratory,None,G,e,WTSA2YR,pollutant,amine
SEQN,Respondent sequence number.,TRICH_H,Trichomonas - Urine,2013,2014,Laboratory,None,H,NA,SEQN,NA,NA
URXUTRI,"Trichomonas, urine",TRICH_H,Trichomonas - Urine,2013,2014,Laboratory,None,H,e,URXUTRI,infection,NA
SEQN,Respondent sequence number.,TRICH_I,Trichomonas - Urine,2015,2016,Laboratory,None,I,NA,SEQN,NA,NA
URXUTRI,"Trichomonas, Urine",TRICH_I,Trichomonas - Urine,2015,2016,Laboratory,None,I,e,URXUTRI,infection,NA
LBDAPBSI,Apolipoprotein (B) (g/L),TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,p,LBDAPBSI,biochemistry,lipids
LBDLDL,LDL-cholesterol (mg/dL),TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,p,LBDLDL,biochemistry,lipids
LBDLDLSI,LDL-cholesterol (mmol/L),TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,p,LBDLDLSI,biochemistry,lipids
LBDTRSI,Triglyceride (mmol/L),TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,p,LBDTRSI,biochemistry,lipids
LBXAPB,Apolipoprotein (B) (mg/dL),TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,p,LBXAPB,biochemistry,lipids
LBXTR,Triglyceride (mg/dL),TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,p,LBXTR,biochemistry,lipids
SEQN,Respondent sequence number.,TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,NA,SEQN,NA,NA
WTSAF2YR,Fasting Subsample 2 Year MEC Weight,TRIGLY_D,"Cholesterol - LDL, Triglyceride & Apoliprotein (ApoB)",2005,2006,Laboratory,None,D,p,WTSAF2YR,biochemistry,metabolic
LBDLDL,LDL-cholesterol (mg/dL),TRIGLY_E,Cholesterol - LDL & Triglycerides,2007,2008,Laboratory,None,E,p,LBDLDL,biochemistry,lipids
LBDLDLSI,LDL-cholesterol (mmol/L),TRIGLY_E,Cholesterol - LDL & Triglycerides,2007,2008,Laboratory,None,E,p,LBDLDLSI,biochemistry,lipids
LBDTRSI,Triglyceride (mmol/L),TRIGLY_E,Cholesterol - LDL & Triglycerides,2007,2008,Laboratory,None,E,p,LBDTRSI,biochemistry,lipids
LBXTR,Triglyceride (mg/dL),TRIGLY_E,Cholesterol - LDL & Triglycerides,2007,2008,Laboratory,None,E,p,LBXTR,biochemistry,lipids
SEQN,Respondent sequence number.,TRIGLY_E,Cholesterol - LDL & Triglycerides,2007,2008,Laboratory,None,E,NA,SEQN,NA,NA
WTSAF2YR,Fasting Subsample 2 Year MEC Weight,TRIGLY_E,Cholesterol - LDL & Triglycerides,2007,2008,Laboratory,None,E,p,WTSAF2YR,biochemistry,metabolic
LBDLDL,LDL-cholesterol (mg/dL),TRIGLY_F,Cholesterol - LDL & Triglycerides,2009,2010,Laboratory,None,F,p,LBDLDL,biochemistry,lipids
LBDLDLSI,LDL-cholesterol (mmol/L),TRIGLY_F,Cholesterol - LDL & Triglycerides,2009,2010,Laboratory,None,F,p,LBDLDLSI,biochemistry,lipids
LBDTRSI,Triglyceride (mmol/L),TRIGLY_F,Cholesterol - LDL & Triglycerides,2009,2010,Laboratory,None,F,p,LBDTRSI,biochemistry,lipids
LBXTR,Triglyceride (mg/dL),TRIGLY_F,Cholesterol - LDL & Triglycerides,2009,2010,Laboratory,None,F,p,LBXTR,biochemistry,lipids
SEQN,Respondent sequence number.,TRIGLY_F,Cholesterol - LDL & Triglycerides,2009,2010,Laboratory,None,F,NA,SEQN,NA,NA
WTSAF2YR,Fasting Subsample 2 Year MEC Weight,TRIGLY_F,Cholesterol - LDL & Triglycerides,2009,2010,Laboratory,None,F,p,WTSAF2YR,biochemistry,metabolic
LBDLDL,LDL-cholesterol (mg/dL),TRIGLY_G,Cholesterol - LDL & Triglycerides,2011,2012,Laboratory,None,G,p,LBDLDL,biochemistry,lipids
LBDLDLSI,LDL-cholesterol (mmol/L),TRIGLY_G,Cholesterol - LDL & Triglycerides,2011,2012,Laboratory,None,G,p,LBDLDLSI,biochemistry,lipids
LBDTRSI,Triglyceride (mmol/L),TRIGLY_G,Cholesterol - LDL & Triglycerides,2011,2012,Laboratory,None,G,p,LBDTRSI,biochemistry,lipids
LBXTR,Triglyceride (mg/dL),TRIGLY_G,Cholesterol - LDL & Triglycerides,2011,2012,Laboratory,None,G,p,LBXTR,biochemistry,lipids
SEQN,Respondent sequence number,TRIGLY_G,Cholesterol - LDL & Triglycerides,2011,2012,Laboratory,None,G,NA,SEQN,NA,NA
WTSAF2YR,Fasting Subsample 2 Year MEC Weight',TRIGLY_G,Cholesterol - LDL & Triglycerides,2011,2012,Laboratory,None,G,p,WTSAF2YR,biochemistry,metabolic
LBDLDL,LDL-cholesterol (mg/dL),TRIGLY_H,Cholesterol - LDL & Triglycerides,2013,2014,Laboratory,None,H,p,LBDLDL,biochemistry,lipids
LBDLDLSI,LDL-cholesterol (mmol/L),TRIGLY_H,Cholesterol - LDL & Triglycerides,2013,2014,Laboratory,None,H,p,LBDLDLSI,biochemistry,lipids
